Job Title,Employment Type,Experience Level,Salary,Company Location,Employee Residence,Company Size,Year
Data Engineer,Full-Time,Senior,130000,United States,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,145000,United States,United States,Medium,2022
Data Science Consultant,Full-Time,Senior,128000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,145000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,100000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,120000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,115000,United States,United States,Medium,2022
Applied Machine Learning Scientist,Full-Time,Senior,150000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,150000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,100000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,150000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,127500,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,126500,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,51000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,260000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,175000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,250000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,63000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,210000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,160000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,272550,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,198200,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,220000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,146000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,150000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,120000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,95000,United States,United States,Medium,2022
Data Engineer,Full-Time,Entry,160000,United States,United States,Medium,2022
Data Engineer,Full-Time,Entry,135000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,216000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,144000,United States,United States,Medium,2022
Data Engineer,Full-Time,Entry,85000,United States,United States,Medium,2022
Data Engineer,Full-Time,Entry,65000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,149000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,119000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,120000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,110000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,246000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,201000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,190000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,155000,United States,United States,Medium,2022
ML Engineer,Full-Time,Senior,235000,United States,United States,Medium,2022
ML Engineer,Full-Time,Senior,185000,United States,United States,Medium,2022
Cloud Database Engineer,Full-Time,Senior,190000,United States,United States,Medium,2022
Cloud Database Engineer,Full-Time,Senior,160000,United States,United States,Medium,2022
Product Data Analyst,Full-Time,Entry,100000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,130000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,115000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,105000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,70000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,204500,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,142200,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,192000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,164000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,185900,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,129300,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,75000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,175000,United States,United States,Medium,2022
Data Science Manager,Full-Time,Senior,120000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,167500,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,106500,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,75000,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,60000,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,184000,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,142000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,145000,United States,United States,Medium,2022
Data Scientist,Full-Time,Mid,100000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,200000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,145000,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,192000,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,164000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,310000,United States,United States,Medium,2022
Data Engineer,Full-Time,Executive,239000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,120000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,95000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,145000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,135000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,78000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,160000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,95000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,115934,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,81666,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,175000,United States,United States,Medium,2022
Research Engineer,Full-Time,Senior,249500,United States,United States,Medium,2022
Research Engineer,Full-Time,Senior,149850,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Mid,122500,United States,United States,Medium,2022
Analytics Engineer,Full-Time,Mid,100000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,249500,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,149850,United States,United States,Medium,2022
Data Analyst,Full-Time,Entry,55000,United States,United States,Medium,2022
Data Analyst,Full-Time,Entry,48000,United States,United States,Medium,2022
Research Scientist,Full-Time,Senior,249500,United States,United States,Medium,2022
Research Scientist,Full-Time,Senior,149850,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,190000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,127000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,104000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,210000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,150000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,210000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,182750,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,161500,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,102640,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,66100,United States,United States,Medium,2022
Research Scientist,Full-Time,Senior,210000,United States,United States,Medium,2022
Research Scientist,Full-Time,Senior,150000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,198800,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,122600,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,80000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,136000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,104000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,150000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,100000,United States,United States,Medium,2022
Data Scientist,Full-Time,Executive,159000,United States,United States,Medium,2022
Data Scientist,Full-Time,Executive,130000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,215000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,150000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,187000,United States,United States,Medium,2022
Data Engineer,Full-Time,Mid,153000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,169000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,110600,United States,United States,Medium,2022
BI Developer,Full-Time,Senior,140000,United States,United States,Medium,2022
BI Developer,Full-Time,Senior,120000,United States,United States,Medium,2022
Data Analyst,Full-Time,Entry,50000,United States,United States,Large,2022
MLOps Engineer,Full-Time,Mid,134000,United States,United States,Medium,2022
MLOps Engineer,Full-Time,Mid,124000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,166700,United States,United States,Medium,2022
Data Scientist,Full-Time,Entry,124234,United States,United States,Medium,2022
Data Scientist,Full-Time,Entry,74540,United States,United States,Medium,2022
Data Analyst,Full-Time,Mid,65000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,220000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,146000,United States,United States,Medium,2022
Data Specialist,Full-Time,Senior,110000,United States,United States,Medium,2022
Data Specialist,Full-Time,Senior,70000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,190000,United States,United States,Medium,2022
Data Architect,Full-Time,Senior,135000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,128000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,81500,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,173000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,110000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Senior,120000,United States,United States,Medium,2022
Principal Machine Learning Engineer,Full-Time,Senior,190000,United States,United States,Large,2022
Data Engineer,Full-Time,Senior,194000,United States,United States,Medium,2022
Data Engineer,Full-Time,Senior,129400,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,201000,United States,United States,Medium,2022
Data Analyst,Full-Time,Senior,89200,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,165000,United States,United States,Medium,2022
Data Scientist,Full-Time,Senior,125000,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,230000,United States,United States,Medium,2022
Applied Scientist,Full-Time,Senior,196000,United States,United States,Medium,2022
Machine Learning Engineer,Full-Time,Mid,130000,United States,United States,Medium,2022
